stratum,pairs,designs,matched_pass_pairs,scope,metric,sol_sum,astra_sum,aggregate_reduction,paired_median_reduction,design_macro_mean_reduction,design_reductions,valid_pairs,astra_lower_pairs,equal_pairs,astra_higher_pairs
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,output_tokens,1674,1403,0.16188769414575865,0.2351598173515982,0.19257814148343635,"{""C1"": 0.2351598173515982, ""C2"": 0.2857142857142857, ""C3"": 0.056860321384425205}",3,3,0,0
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,reasoning_tokens,493,391,0.2068965517241379,0.48571428571428577,0.3149049093321539,"{""C1"": 0.5413533834586466, ""C2"": 0.48571428571428577, ""C3"": -0.08235294117647052}",3,2,0,1
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,nonreasoning_tokens,1181,1012,0.14309906858594412,0.12093862815884482,0.14769162227702592,"{""C1"": 0.10163934426229504, ""C2"": 0.22049689440993792, ""C3"": 0.12093862815884482}",3,3,0,0
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,total_tokens,223808,196037,0.12408403631684306,0.12418739590608718,0.12408518899058192,"{""C1"": 0.12418739590608718, ""C2"": 0.12457528101959414, ""C3"": 0.12349289004606445}",3,3,0,0
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,cache_read_tokens,213888,192534,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""C1"": 0.09983729802513464, ""C2"": 0.09983729802513464, ""C3"": 0.09983729802513464}",3,3,0,0
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,cache_write_tokens,0,1623,,,,"{""C1"": null, ""C2"": null, ""C3"": null}",3,0,0,3
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,reference_cost_usd,0.1520192,0.1150966,0.24288116237948887,0.2590466538180368,0.24482200135846655,"{""C1"": 0.2590466538180368, ""C2"": 0.2684460033659374, ""C3"": 0.20697334689142544}",3,3,0,0
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,cache_neutral_cost_usd,0.922016,0.8065959999999999,0.12518220941935942,0.12673875387118783,0.12522017157931872,"{""C1"": 0.12673875387118783, ""C2"": 0.12818863317097517, ""C3"": 0.12073312769579314}",3,3,0,0
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,elapsed_seconds,51.400999999999996,44.298,0.1381879729966342,0.1512301658049563,0.13233999902746438,"{""C1"": 0.16432472234153528, ""C2"": 0.08146510893590153, ""C3"": 0.1512301658049563}",3,3,0,0
broad-v2 / coding / high / one-file-read;runtime-context / first,3,3,3,retry_inclusive,calls,6,6,0.0,0.0,0.0,"{""C1"": 0.0, ""C2"": 0.0, ""C3"": 0.0}",3,0,3,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,input_tokens,74049,64884,0.12376939594052583,0.12376939594052583,0.12376939594052583,"{""C3"": 0.12376939594052583}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,output_tokens,944,883,0.0646186440677966,0.0646186440677966,0.0646186440677966,"{""C3"": 0.0646186440677966}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,reasoning_tokens,436,392,0.1009174311926605,0.1009174311926605,0.1009174311926605,"{""C3"": 0.1009174311926605}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,nonreasoning_tokens,508,491,0.03346456692913391,0.03346456692913391,0.03346456692913391,"{""C3"": 0.03346456692913391}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,total_tokens,74993,65767,0.12302481564946066,0.12302481564946066,0.12302481564946066,"{""C3"": 0.12302481564946066}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,cache_read_tokens,71296,64178,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""C3"": 0.09983729802513464}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,cache_write_tokens,0,547,,,,"{""C3"": null}",1,0,0,1
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,reference_cost_usd,0.0584104,0.0467022,0.2004471806390643,0.2004471806390643,0.2004471806390643,"{""C3"": 0.2004471806390643}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,cache_neutral_cost_usd,0.315076,0.277196,0.12022496159656726,0.12022496159656726,0.12022496159656726,"{""C3"": 0.12022496159656726}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,elapsed_seconds,22.85,21.981,0.038030634573304134,0.038030634573304134,0.038030634573304134,"{""C3"": 0.038030634573304134}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,calls,2,2,0.0,0.0,0.0,"{""C3"": 0.0}",1,0,1,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,input_tokens,74049,64884,0.12376939594052583,0.12376939594052583,0.12376939594052583,"{""C3"": 0.12376939594052583}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,output_tokens,944,883,0.0646186440677966,0.0646186440677966,0.0646186440677966,"{""C3"": 0.0646186440677966}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,reasoning_tokens,436,392,0.1009174311926605,0.1009174311926605,0.1009174311926605,"{""C3"": 0.1009174311926605}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,nonreasoning_tokens,508,491,0.03346456692913391,0.03346456692913391,0.03346456692913391,"{""C3"": 0.03346456692913391}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,total_tokens,74993,65767,0.12302481564946066,0.12302481564946066,0.12302481564946066,"{""C3"": 0.12302481564946066}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,cache_read_tokens,71296,64178,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""C3"": 0.09983729802513464}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,cache_write_tokens,0,547,,,,"{""C3"": null}",1,0,0,1
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,reference_cost_usd,0.0584104,0.0467022,0.2004471806390643,0.2004471806390643,0.2004471806390643,"{""C3"": 0.2004471806390643}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,cache_neutral_cost_usd,0.315076,0.277196,0.12022496159656726,0.12022496159656726,0.12022496159656726,"{""C3"": 0.12022496159656726}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,elapsed_seconds,22.85,21.981,0.038030634573304134,0.038030634573304134,0.038030634573304134,"{""C3"": 0.038030634573304134}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,matched_pass,calls,2,2,0.0,0.0,0.0,"{""C3"": 0.0}",1,0,1,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,input_tokens,74049,64884,0.12376939594052583,0.12376939594052583,0.12376939594052583,"{""C3"": 0.12376939594052583}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,output_tokens,944,883,0.0646186440677966,0.0646186440677966,0.0646186440677966,"{""C3"": 0.0646186440677966}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,reasoning_tokens,436,392,0.1009174311926605,0.1009174311926605,0.1009174311926605,"{""C3"": 0.1009174311926605}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,nonreasoning_tokens,508,491,0.03346456692913391,0.03346456692913391,0.03346456692913391,"{""C3"": 0.03346456692913391}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,total_tokens,74993,65767,0.12302481564946066,0.12302481564946066,0.12302481564946066,"{""C3"": 0.12302481564946066}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,cache_read_tokens,71296,64178,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""C3"": 0.09983729802513464}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,cache_write_tokens,0,547,,,,"{""C3"": null}",1,0,0,1
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,reference_cost_usd,0.0584104,0.0467022,0.2004471806390643,0.2004471806390643,0.2004471806390643,"{""C3"": 0.2004471806390643}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,cache_neutral_cost_usd,0.315076,0.277196,0.12022496159656726,0.12022496159656726,0.12022496159656726,"{""C3"": 0.12022496159656726}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,elapsed_seconds,22.85,21.981,0.038030634573304134,0.038030634573304134,0.038030634573304134,"{""C3"": 0.038030634573304134}",1,1,0,0
broad-v2 / coding / high / one-file-read;runtime-context / repeat,1,1,1,retry_inclusive,calls,2,2,0.0,0.0,0.0,"{""C3"": 0.0}",1,0,1,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,input_tokens,222162,194671,0.12374303436231215,0.12371161873370529,0.12374300766788175,"{""C1"": 0.12371161873370529, ""C2"": 0.12367973202949833, ""C3"": 0.12383767224044162}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,output_tokens,1725,1187,0.3118840579710145,0.34135667396061264,0.3309899417592223,"{""C1"": 0.4685714285714285, ""C2"": 0.34135667396061264, ""C3"": 0.1830417227456258}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,reasoning_tokens,533,147,0.724202626641651,0.7323943661971831,0.7411492600785414,"{""C1"": 0.9476744186046512, ""C2"": 0.7323943661971831, ""C3"": 0.54337899543379}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,nonreasoning_tokens,1192,1040,0.12751677852348997,0.16507936507936505,0.14421653064150308,"{""C1"": 0.23512747875354112, ""C2"": 0.16507936507936505, ""C3"": 0.03244274809160308}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,total_tokens,223887,195858,0.1251926194910825,0.12501510168467678,0.12519356213920085,"{""C1"": 0.12614014379225236, ""C2"": 0.12501510168467678, ""C3"": 0.12442544094067343}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,cache_read_tokens,213888,192534,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""C1"": 0.09983729802513464, ""C2"": 0.09983729802513464, ""C3"": 0.09983729802513464}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,cache_write_tokens,0,1656,,,,"{""C1"": null, ""C2"": null, ""C3"": null}",3,0,0,3
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,reference_cost_usd,0.1531512,0.1109576,0.2755029017075935,0.279255712946054,0.27656759515635226,"{""C1"": 0.30825911449990384, ""C2"": 0.279255712946054, ""C3"": 0.242187958023099}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,cache_neutral_cost_usd,0.923148,0.802424,0.1307742637150272,0.13019666417724673,0.13079416998015517,"{""C1"": 0.1355215780410165, ""C2"": 0.13019666417724673, ""C3"": 0.1266642677222023}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,elapsed_seconds,47.196,37.657,0.20211458598186294,0.21592140431987294,0.2102513416814158,"{""C1"": 0.29897047794368303, ""C2"": 0.21592140431987294, ""C3"": 0.1158621427806914}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,all_assigned,calls,6,6,0.0,0.0,0.0,"{""C1"": 0.0, ""C2"": 0.0, ""C3"": 0.0}",3,0,3,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,input_tokens,222162,194671,0.12374303436231215,0.12371161873370529,0.12374300766788175,"{""C1"": 0.12371161873370529, ""C2"": 0.12367973202949833, ""C3"": 0.12383767224044162}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,output_tokens,1725,1187,0.3118840579710145,0.34135667396061264,0.3309899417592223,"{""C1"": 0.4685714285714285, ""C2"": 0.34135667396061264, ""C3"": 0.1830417227456258}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,reasoning_tokens,533,147,0.724202626641651,0.7323943661971831,0.7411492600785414,"{""C1"": 0.9476744186046512, ""C2"": 0.7323943661971831, ""C3"": 0.54337899543379}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,nonreasoning_tokens,1192,1040,0.12751677852348997,0.16507936507936505,0.14421653064150308,"{""C1"": 0.23512747875354112, ""C2"": 0.16507936507936505, ""C3"": 0.03244274809160308}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,total_tokens,223887,195858,0.1251926194910825,0.12501510168467678,0.12519356213920085,"{""C1"": 0.12614014379225236, ""C2"": 0.12501510168467678, ""C3"": 0.12442544094067343}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,cache_read_tokens,213888,192534,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""C1"": 0.09983729802513464, ""C2"": 0.09983729802513464, ""C3"": 0.09983729802513464}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,cache_write_tokens,0,1656,,,,"{""C1"": null, ""C2"": null, ""C3"": null}",3,0,0,3
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,reference_cost_usd,0.1531512,0.1109576,0.2755029017075935,0.279255712946054,0.27656759515635226,"{""C1"": 0.30825911449990384, ""C2"": 0.279255712946054, ""C3"": 0.242187958023099}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,cache_neutral_cost_usd,0.923148,0.802424,0.1307742637150272,0.13019666417724673,0.13079416998015517,"{""C1"": 0.1355215780410165, ""C2"": 0.13019666417724673, ""C3"": 0.1266642677222023}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,elapsed_seconds,47.196,37.657,0.20211458598186294,0.21592140431987294,0.2102513416814158,"{""C1"": 0.29897047794368303, ""C2"": 0.21592140431987294, ""C3"": 0.1158621427806914}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,matched_pass,calls,6,6,0.0,0.0,0.0,"{""C1"": 0.0, ""C2"": 0.0, ""C3"": 0.0}",3,0,3,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,input_tokens,222162,194671,0.12374303436231215,0.12371161873370529,0.12374300766788175,"{""C1"": 0.12371161873370529, ""C2"": 0.12367973202949833, ""C3"": 0.12383767224044162}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,output_tokens,1725,1187,0.3118840579710145,0.34135667396061264,0.3309899417592223,"{""C1"": 0.4685714285714285, ""C2"": 0.34135667396061264, ""C3"": 0.1830417227456258}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,reasoning_tokens,533,147,0.724202626641651,0.7323943661971831,0.7411492600785414,"{""C1"": 0.9476744186046512, ""C2"": 0.7323943661971831, ""C3"": 0.54337899543379}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,nonreasoning_tokens,1192,1040,0.12751677852348997,0.16507936507936505,0.14421653064150308,"{""C1"": 0.23512747875354112, ""C2"": 0.16507936507936505, ""C3"": 0.03244274809160308}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,total_tokens,223887,195858,0.1251926194910825,0.12501510168467678,0.12519356213920085,"{""C1"": 0.12614014379225236, ""C2"": 0.12501510168467678, ""C3"": 0.12442544094067343}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,cache_read_tokens,213888,192534,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""C1"": 0.09983729802513464, ""C2"": 0.09983729802513464, ""C3"": 0.09983729802513464}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,cache_write_tokens,0,1656,,,,"{""C1"": null, ""C2"": null, ""C3"": null}",3,0,0,3
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,reference_cost_usd,0.1531512,0.1109576,0.2755029017075935,0.279255712946054,0.27656759515635226,"{""C1"": 0.30825911449990384, ""C2"": 0.279255712946054, ""C3"": 0.242187958023099}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,cache_neutral_cost_usd,0.923148,0.802424,0.1307742637150272,0.13019666417724673,0.13079416998015517,"{""C1"": 0.1355215780410165, ""C2"": 0.13019666417724673, ""C3"": 0.1266642677222023}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,elapsed_seconds,47.196,37.657,0.20211458598186294,0.21592140431987294,0.2102513416814158,"{""C1"": 0.29897047794368303, ""C2"": 0.21592140431987294, ""C3"": 0.1158621427806914}",3,3,0,0
broad-v2 / coding / medium / one-file-read;runtime-context / first,3,3,3,retry_inclusive,calls,6,6,0.0,0.0,0.0,"{""C1"": 0.0, ""C2"": 0.0, ""C3"": 0.0}",3,0,3,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,input_tokens,222440,194926,0.12369178205358744,0.1238097810672465,0.12369205922197006,"{""D1"": 0.1238097810672465, ""D2"": 0.12386311499743607, ""D3"": 0.1234032816012276}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,output_tokens,1972,1663,0.15669371196754567,0.2504065040650406,0.22493032360355392,"{""D1"": 0.39016393442622954, ""D2"": 0.2504065040650406, ""D3"": 0.034220532319391594}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,reasoning_tokens,759,534,0.2964426877470355,0.30452674897119336,0.3690861666596021,"{""D1"": 0.5909090909090908, ""D2"": 0.30452674897119336, ""D3"": 0.21182266009852213}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,nonreasoning_tokens,1213,1129,0.06924979389942287,0.21505376344086025,0.1381924865196612,"{""D1"": 0.27692307692307694, ""D2"": 0.21505376344086025, ""D3"": -0.07739938080495357}",3,2,0,1
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,total_tokens,224412,196589,0.1239817835053384,0.1249024829849622,0.12398840037674241,"{""D1"": 0.1249024829849622, ""D2"": 0.1249046452804432, ""D3"": 0.12215807286482183}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,cache_read_tokens,213888,192534,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""D1"": 0.09983729802513464, ""D2"": 0.09983729802513464, ""D3"": 0.09983729802513464}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,cache_write_tokens,0,1915,,,,"{""D1"": null, ""D2"": null, ""D3"": null}",3,0,0,3
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,reference_cost_usd,0.1592032,0.12175659999999999,0.23521260879178307,0.26088393035513957,0.2406249797664197,"{""D1"": 0.28260202112354826, ""D2"": 0.26088393035513957, ""D3"": 0.17838898782057122}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,cache_neutral_cost_usd,0.9292,0.812964,0.12509255273353426,0.1289047822650652,0.12519881115065687,"{""D1"": 0.12918508323849343, ""D2"": 0.1289047822650652, ""D3"": 0.11750656794841197}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,elapsed_seconds,54.949,49.155,0.10544322917614513,0.12104746811561384,0.12111411275483323,"{""D1"": 0.12104746811561384, ""D2"": 0.288840262582057, ""D3"": -0.04654539243317113}",3,2,0,1
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,all_assigned,calls,6,6,0.0,0.0,0.0,"{""D1"": 0.0, ""D2"": 0.0, ""D3"": 0.0}",3,0,3,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,input_tokens,148147,129801,0.12383645973256296,0.12383644803234128,0.12383644803234128,"{""D1"": 0.1238097810672465, ""D2"": 0.12386311499743607}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,output_tokens,920,647,0.2967391304347826,0.3202852192456351,0.3202852192456351,"{""D1"": 0.39016393442622954, ""D2"": 0.2504065040650406}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,reasoning_tokens,353,214,0.3937677053824362,0.4477179199401421,0.4477179199401421,"{""D1"": 0.5909090909090908, ""D2"": 0.30452674897119336}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,nonreasoning_tokens,567,433,0.23633156966490299,0.2459884201819686,0.2459884201819686,"{""D1"": 0.27692307692307694, ""D2"": 0.21505376344086025}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,total_tokens,149067,130448,0.12490356685248916,0.1249035641327027,0.1249035641327027,"{""D1"": 0.1249024829849622, ""D2"": 0.1249046452804432}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,cache_read_tokens,142592,128356,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""D1"": 0.09983729802513464, ""D2"": 0.09983729802513464}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,cache_write_tokens,0,1127,,,,"{""D1"": null, ""D2"": null}",2,0,0,2
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,reference_cost_usd,0.0976568,0.0711894,0.2710246495891735,0.2717429757393439,0.2717429757393439,"{""D1"": 0.28260202112354826, ""D2"": 0.26088393035513957}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,cache_neutral_cost_usd,0.610988,0.532144,0.12904345093520664,0.1290449327517793,0.1290449327517793,"{""D1"": 0.12918508323849343, ""D2"": 0.1289047822650652}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,elapsed_seconds,31.531,24.647,0.21832482318987667,0.2049438653488354,0.2049438653488354,"{""D1"": 0.12104746811561384, ""D2"": 0.288840262582057}",2,2,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,matched_pass,calls,4,4,0.0,0.0,0.0,"{""D1"": 0.0, ""D2"": 0.0}",2,0,2,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,input_tokens,222440,194926,0.12369178205358744,0.1238097810672465,0.12369205922197006,"{""D1"": 0.1238097810672465, ""D2"": 0.12386311499743607, ""D3"": 0.1234032816012276}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,output_tokens,1972,1663,0.15669371196754567,0.2504065040650406,0.22493032360355392,"{""D1"": 0.39016393442622954, ""D2"": 0.2504065040650406, ""D3"": 0.034220532319391594}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,reasoning_tokens,759,534,0.2964426877470355,0.30452674897119336,0.3690861666596021,"{""D1"": 0.5909090909090908, ""D2"": 0.30452674897119336, ""D3"": 0.21182266009852213}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,nonreasoning_tokens,1213,1129,0.06924979389942287,0.21505376344086025,0.1381924865196612,"{""D1"": 0.27692307692307694, ""D2"": 0.21505376344086025, ""D3"": -0.07739938080495357}",3,2,0,1
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,total_tokens,224412,196589,0.1239817835053384,0.1249024829849622,0.12398840037674241,"{""D1"": 0.1249024829849622, ""D2"": 0.1249046452804432, ""D3"": 0.12215807286482183}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,cache_read_tokens,213888,192534,0.09983729802513464,0.09983729802513464,0.09983729802513464,"{""D1"": 0.09983729802513464, ""D2"": 0.09983729802513464, ""D3"": 0.09983729802513464}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,cache_write_tokens,0,1915,,,,"{""D1"": null, ""D2"": null, ""D3"": null}",3,0,0,3
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,reference_cost_usd,0.1592032,0.12175659999999999,0.23521260879178307,0.26088393035513957,0.2406249797664197,"{""D1"": 0.28260202112354826, ""D2"": 0.26088393035513957, ""D3"": 0.17838898782057122}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,cache_neutral_cost_usd,0.9292,0.812964,0.12509255273353426,0.1289047822650652,0.12519881115065687,"{""D1"": 0.12918508323849343, ""D2"": 0.1289047822650652, ""D3"": 0.11750656794841197}",3,3,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,elapsed_seconds,54.949,49.155,0.10544322917614513,0.12104746811561384,0.12111411275483323,"{""D1"": 0.12104746811561384, ""D2"": 0.288840262582057, ""D3"": -0.04654539243317113}",3,2,0,1
broad-v2 / debugging / high / one-file-read;runtime-context / first,3,3,2,retry_inclusive,calls,6,6,0.0,0.0,0.0,"{""D1"": 0.0, ""D2"": 0.0, ""D3"": 0.0}",3,0,3,0
broad-v2 / debugging / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,input_tokens,74300,65125,0.12348586810228801,0.12348586810228801,0.12348586810228801,"{""D3"": 0.12348586810228801}",1,1,0,0
broad-v2 / debugging / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,output_tokens,1071,1109,-0.03548085901027087,-0.03548085901027087,-0.03548085901027087,"{""D3"": -0.03548085901027087}",1,0,0,1
broad-v2 / debugging / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,reasoning_tokens,392,427,-0.08928571428571419,-0.08928571428571419,-0.08928571428571419,"{""D3"": -0.08928571428571419}",1,0,0,1
broad-v2 / debugging / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,nonreasoning_tokens,679,682,-0.004418262150220897,-0.004418262150220897,-0.004418262150220897,"{""D3"": -0.004418262150220897}",1,0,0,1
broad-v2 / debugging / high / one-file-read;runtime-context / repeat,1,1,1,all_assigned,total_tokens,75371,66234,0.12122699712090856,0.12122699712090856,0.12122699712090856,"{""D3"": 0.12122699712090856}",1,1,0,0
